molecule,domain,start,end
AB000UHZ2F,CLP_protease,15,195
AB000UIF35,CLP_protease,8,180
AB000UIFT3,CLP_protease,47,223
AB000UJ0CX,CLP_protease,38,179
AB000UJ0NZ,CLP_protease,44,218
AB000UKSLI,CLP_protease,30,201
AB000UKSLJ,CLP_protease,15,195
AB000UKT2J,CLP_protease,20,200
AB000UKUFE,CLP_protease,29,209
AB000UKUFF,CLP_protease,15,187
AB000UL297,CLP_protease,13,192
AB000UL3PR,CLP_protease,29,178
AB000ULOVM,SDH_sah,63,123
AB000ULP9O,CLP_protease,22,201
AB000ULSXP,CLP_protease,34,213
AB000ULSXQ,CLP_protease,7,180
AB000ULY3H,CLP_protease,13,192
AB000UM1VV,CLP_protease,30,202
AB000UM3XP,CLP_protease,22,201
AB000UM6O0,CLP_protease,11,190
AB000UMG3K,CLP_protease,38,213
AB000UMG3L,CLP_protease,11,186
AB000UMI51,Mu-like_Pro,218,347
AB000UMI51,SDH_sah,48,104
AB000UMLJI,CLP_protease,14,193
AB000UN4JQ,CLP_protease,42,218
AB000UN4JR,CLP_protease,12,186
AB000UN4KH,CLP_protease,15,186
AB000UN4KI,CLP_protease,15,192
AB000UN6GO,CLP_protease,48,223
AB000UN838,CLP_protease,60,194
AB000UNCYZ,CLP_protease,14,186
AB000UNCZ0,CLP_protease,15,192
AB000UNF7X,CLP_protease,22,194
AB000UNF7Y,CLP_protease,15,194
AB000UNXTL,CLP_protease,31,210
AB000UNZXV,CLP_protease,18,187
AB000UOFX8,CLP_protease,36,215
AB000UOH07,CLP_protease,25,204
AB000UOIMN,CLP_protease,15,182
AB000UOLIF,CLP_protease,38,213
AB000UOLIG,CLP_protease,12,185
AB000UOLK1,Mu-like_Pro,221,382
AB000UOLK1,SDH_sah,64,122
AB000UOLOM,CLP_protease,16,186
AB000UOLON,CLP_protease,16,192
AB000UORJG,CLP_protease,23,198
AB000UORJH,CLP_protease,12,186
AB000UQ0V7,CLP_protease,13,191
AB000UR2B7,SDH_sah,53,115
AB000UR3LN,CLP_protease,13,191
AB000URH76,CLP_protease,9,186
AB000URH77,CLP_protease,13,192
AB000URK8Z,CLP_protease,14,193
AB000URK90,CLP_protease,19,189
AB000US0WO,CLP_protease,13,192
AB000US197,SDH_sah,46,114
AB000UTGAL,CLP_protease,22,201
AB000UTGUJ,SDH_sah,64,131
AB000UTHAB,CLP_protease,20,199
AB000UTHSE,CLP_protease,17,196
AB000UTJEV,SDH_sah,64,131
AB000UUW2C,CLP_protease,14,193
AB000UV2WR,CLP_protease,22,201
AB000UV8TJ,CLP_protease,19,200
AB000UV9SJ,CLP_protease,30,210
AB000UV9SK,CLP_protease,16,187
AB000UW2J2,CLP_protease,21,198
AB000UW2J3,CLP_protease,9,181
AB000UW4WQ,CLP_protease,6,179
AB000UWDPC,CLP_protease,11,190
AB000UWEAF,CLP_protease,48,216
AB000UWEAG,CLP_protease,2,177
AB000UWEXI,CLP_protease,36,214
AB000UWGNB,CLP_protease,26,202
AB000UWGNC,CLP_protease,9,183
AB000UWMMU,CLP_protease,21,200
AB000UWMXH,CLP_protease,17,195
AB000UWRF4,CLP_protease,8,182
AB000UWRF5,CLP_protease,33,208
AB000UX368,CLP_protease,41,173
AB000UX3FC,CLP_protease,13,192
AB000UXBZG,CLP_protease,33,212
AB000UXQG9,CLP_protease,12,192
AB000UXR26,CLP_protease,35,174
AB000UXTX9,CLP_protease,12,191
AB000UXUET,CLP_protease,47,180
AB000UXXB6,CLP_protease,12,191
AB000UYZSF,CLP_protease,38,209
AB000UYZSG,CLP_protease,47,220
AB000UZ2RQ,CLP_protease,15,188
AB000UZ3VE,CLP_protease,30,206
AB000UZ3VF,CLP_protease,22,195
AB000UZ4VJ,CLP_protease,19,159
AB000UZ4VJ,RibLong,263,327
AB000UZ8FF,CLP_protease,14,193
AB000UZ8OJ,SDH_sah,55,103
AB000UZ947,CLP_protease,11,190
AB000UZAOZ,CLP_protease,47,220
AB000UZAP0,CLP_protease,35,207
AB000UZEEC,CLP_protease,50,224
AB000UZFR3,CLP_protease,15,189
AB000UZHU7,CLP_protease,26,197
AB000UZHU8,CLP_protease,47,220
AB000UZMN1,CLP_protease,44,215
AB000UZMN2,CLP_protease,46,219
AB000UZON8,CLP_protease,53,226
AB000UZRT6,CLP_protease,15,189
AB000V29D2,CLP_protease,13,192
AB000V2ADQ,Mu-like_gpT,439,508
AB000V2ADQ,Mu-like_gpT,512,570
AB000V2ADQ,SDH_sah,44,105
AB000V33P2,CLP_protease,26,205
AB000V33P4,CLP_protease,12,188
AB000V3CEC,SDH_sah,52,121
AB000V3COK,CLP_protease,14,191
AB000V3EEK,CLP_protease,14,191
AB000V3ELC,SDH_sah,51,174
AB000V3I7B,CLP_protease,12,189
AB000V3JD8,SDH_sah,45,123
AB000V3JYU,CLP_protease,14,191
AB000V3PCE,CLP_protease,14,191
AB000V3PVB,SDH_sah,45,123
AB000V3XX5,CLP_protease,13,194
AB000V3YHM,CLP_protease,13,193
AB000V4100,CLP_protease,12,182
AB000V42J1,CLP_protease,47,223
AB000V46AZ,CLP_protease,13,191
AB000V46LZ,CLP_protease,13,192
AB000V4D9Q,CLP_protease,20,199
AB000V4GL1,CLP_protease,22,201
AB000V4I6W,CLP_protease,17,196
AB000V4JV6,CLP_protease,21,200
AB000V54IR,CLP_protease,48,222
AB000V55WL,CLP_protease,51,225
AB000V55YW,CLP_protease,33,161
AB000V56RM,CLP_protease,38,167
AB000V59VQ,CLP_protease,15,194
AB000V59VR,CLP_protease,17,186
AB000V59VW,CLP_protease,20,193
AB000V59VX,CLP_protease,36,211
AB000V5D3A,CLP_protease,19,192
AB000V5D3B,CLP_protease,35,214
AB000V5EWN,CLP_protease,16,194
AB000V5EWO,CLP_protease,16,189
AB000V5J49,CLP_protease,13,192
AB000V5KBP,CLP_protease,16,194
AB000V5KBQ,CLP_protease,23,196
AB000V5MIF,CLP_protease,20,194
AB000V5MIG,CLP_protease,49,225
AB000V5OA5,CLP_protease,45,177
AB000V5PCN,CLP_protease,23,203
AB000V5RH1,CLP_protease,13,192
AB000V5XS5,CLP_protease,14,181
AB000V5Y11,CLP_protease,52,225
AB000V7QBN,CLP_protease,13,192
AB000V7QBO,CLP_protease,28,202
AB000V7U2S,CLP_protease,19,196
AB000V7U2T,CLP_protease,13,191
AB000V7W94,CLP_protease,21,200
AB000V9NN3,CLP_protease,19,195
AB000V9NN4,CLP_protease,13,191
AB000V9Q4F,CLP_protease,2,126
AB000V9SEY,CLP_protease,45,217
AB000V9TKH,CLP_protease,26,205
AB000V9Z08,CLP_protease,34,213
AB000VADKV,CLP_protease,40,218
AB000VAE7M,CLP_protease,28,207
AB000VAE7O,CLP_protease,18,195
AB000VAE8O,CLP_protease,11,190
AB000VD0KU,CLP_protease,13,192
AB000VD1DS,SDH_sah,53,126
AB000VD7HD,SDH_sah,44,101
AB000VD7SF,CLP_protease,13,192
AB000VD8E5,SDH_sah,29,98
AB000VF3FO,CLP_protease,17,196
AB000VF3PU,CLP_protease,33,179
AB000VF48Y,CLP_protease,34,213
AB000VFJLX,SDH_sah,66,137
AB000VFJQN,CLP_protease,23,202
AB000VFXIF,CLP_protease,31,215
AB000VFXIG,CLP_protease,13,192
AB000VGBEJ,CLP_protease,24,203
AB000VGOPA,SDH_sah,41,103
AB000VGOUS,CLP_protease,14,192
AB000VGQNX,CLP_protease,13,192
AB000VH6SC,CLP_protease,21,200
AB000VH947,CLP_protease,31,203
AB000VHFF2,CLP_protease,45,208
AB000VHFYI,CLP_protease,13,192
AB000VIQZ2,CLP_protease,15,190
AB000VIRQW,CLP_protease,22,193
AB000VIUW9,CLP_protease,19,196
AB000VIUXT,CLP_protease,19,192
AB000VJHIW,CLP_protease,12,187
AB000VK8QC,SDH_sah,50,140
AB000VK9IC,CLP_protease,13,192
AB000VKQYH,CLP_protease,22,201
AB000VKRKX,CLP_protease,14,192
AB000VL3QL,CLP_protease,26,205
AB000VL4IV,CLP_protease,17,196
AB000VME8I,CLP_protease,13,192
AB000VMEDZ,SDH_sah,38,101
AB000VN3MT,CLP_protease,33,209
AB000VN3MU,CLP_protease,11,185
AB000VN4RY,SDH_sah,62,119
AB000VNETB,CLP_protease,18,191
AB000VNETC,CLP_protease,24,203
AB000VNF7U,CLP_protease,15,188
AB000VNI9M,CLP_protease,13,192
AB000VNJAA,CLP_protease,13,192
AB000VNLVY,CLP_protease,13,191
AB000VPB88,CLP_protease,27,206
AB000VQG6V,CLP_protease,20,199
AB000VQHR7,CLP_protease,30,201
AB000VQHR8,CLP_protease,15,195
AB000VQII0,CLP_protease,46,226
AB000VQII1,CLP_protease,16,189
AB000VQK81,CLP_protease,22,202
AB000VQLBI,CLP_protease,31,211
AB000VQLBJ,CLP_protease,21,193
AB000VR7GY,CLP_protease,26,197
AB000VR7GZ,CLP_protease,16,196
AB000VR989,CLP_protease,16,188
AB000VR98A,CLP_protease,42,222
AB000VRAZB,CLP_protease,21,200
AB000VRH2U,CLP_protease,27,207
AB000VRIQO,CLP_protease,11,191
AB000VRIQP,CLP_protease,16,188
AB000VRKIP,CLP_protease,16,196
AB000VRKIQ,CLP_protease,26,197
AB000VRQG8,CLP_protease,21,193
AB000VRQG9,CLP_protease,31,211
AB000VRRNE,CLP_protease,18,197
AB000VT1GQ,CLP_protease,34,213
AB000VT1ZH,CLP_protease,17,196
AB000VUGSS,CLP_protease,36,204
AB000VUHM2,CLP_protease,78,212
AB000VUID2,CLP_protease,77,212
AB000VUII0,CLP_protease,22,201
AB000VUS0I,CLP_protease,8,180
AB000VUS0J,CLP_protease,26,203
AB000VVHCW,CLP_protease,20,200
AB000VVIWR,CLP_protease,45,225
AB000VVIWS,CLP_protease,16,188
AB000VVKHV,CLP_protease,15,195
AB000VVKHW,CLP_protease,30,201
AB000VVMV8,CLP_protease,23,202
AB000VVNWY,CLP_protease,30,210
AB000VVNWZ,CLP_protease,17,188
AB000VVRE3,CLP_protease,34,205
AB000VVRE4,CLP_protease,16,196
AB000VVRQU,CLP_protease,20,199
AB000VVST6,CLP_protease,37,217
AB000VVST7,CLP_protease,16,189
AB000VVZJK,CLP_protease,16,188
AB000VVZJL,CLP_protease,34,213
AB000VW0EO,CLP_protease,23,195
AB000VW0EP,CLP_protease,15,195
AB000VW906,CLP_protease,31,201
AB000VW907,CLP_protease,16,196
AB000VW992,CLP_protease,20,199
AB000VWAB0,CLP_protease,29,209
AB000VWAB1,CLP_protease,16,189
AB000VWLXC,CLP_protease,16,188
AB000VWLXD,CLP_protease,38,218
AB000VWN0V,CLP_protease,20,200
AB000VWNPL,CLP_protease,29,201
AB000VWNPM,CLP_protease,15,195
AB000VWO9F,CLP_protease,20,198
AB000VWPFI,CLP_protease,37,217
AB000VWPFJ,CLP_protease,16,188
AB000VWX48,CLP_protease,15,188
AB000VWX49,CLP_protease,18,198
AB000VWYPI,CLP_protease,21,199
AB000VX3O8,CLP_protease,16,188
AB000VX3O9,CLP_protease,37,217
AB000VX50T,CLP_protease,21,200
AB000VX5KV,CLP_protease,15,195
AB000VX5KW,CLP_protease,25,196
AB000VX6R7,CLP_protease,15,195
AB000VX6R8,CLP_protease,33,205
AB000VX8GR,CLP_protease,34,214
AB000VX8GS,CLP_protease,17,188
AB000VXCOC,CLP_protease,33,212
AB000VXEHE,CLP_protease,37,217
AB000VXEHF,CLP_protease,19,192
AB000VXHUC,CLP_protease,19,199
AB000VXOFZ,CLP_protease,20,200
AB000VXPFK,CLP_protease,37,217
AB000VXPFL,CLP_protease,16,189
AB000VXSI4,CLP_protease,15,195
AB000VXSI5,CLP_protease,27,196
AB000VXT00,CLP_protease,25,196
AB000VXT01,CLP_protease,15,195
AB000VXTVT,CLP_protease,20,199
AB000VXV7Z,CLP_protease,46,226
AB000VXV80,CLP_protease,16,188
AB000VY6FH,CLP_protease,26,205
AB000VY6Z9,SDH_sah,65,133
AB000VYHOI,CLP_protease,21,193
AB000VYHOJ,CLP_protease,31,211
AB000VYISE,CLP_protease,22,202
AB000VZ57F,CLP_protease,26,205
AB000VZ784,Mu-like_gpT,489,569
AB000VZ784,SDH_sah,44,105
AB000W0P1A,CLP_protease,17,196
AB000W0PAQ,CLP_protease,21,200
AB000W0PXZ,CLP_protease,14,188
AB000W0QVU,CLP_protease,13,192
AB000W0R6N,CLP_protease,37,176
AB000W0UWY,CLP_protease,16,185
AB000W0UWZ,CLP_protease,15,193
AB000W0VVB,CLP_protease,36,213
AB000W0VVC,CLP_protease,8,181
AB000W1AAG,CLP_protease,22,201
AB000W3KXN,CLP_protease,24,203
AB000W3RGW,SDH_sah,39,102
AB000W3RN5,CLP_protease,14,195
AB000W4QRL,CLP_protease,13,186
AB000W4QRM,CLP_protease,17,194
AB000W4SYW,CLP_protease,13,186
AB000W4SYX,CLP_protease,15,194
AB000W4Y26,CLP_protease,35,214
AB000W51TA,CLP_protease,17,196
AB000W5DLM,CLP_protease,20,201
AB000W5E03,SDH_sah,65,123
AB000W5HIM,CLP_protease,27,206
AB000W5HUD,SDH_sah,62,134
AB000W5M88,CLP_protease,19,200
AB000W5NSY,CLP_protease,20,201
AB000W5UA9,CLP_protease,45,212
AB000W5V15,CLP_protease,11,190
AB000W5VUW,CLP_protease,40,218
AB000W5WI3,CLP_protease,16,195
AB000W5WI4,CLP_protease,45,212
AB000W6W1H,CLP_protease,28,207
AB000W6ZPI,SDH_sah,61,130
AB000W7L9W,CLP_protease,14,192
AB000W7N9F,CLP_protease,13,192
AB000W8LFE,CLP_protease,39,212
AB000W8LFF,CLP_protease,21,198
AB000W8MLU,CLP_protease,37,213
AB000W8MLV,CLP_protease,16,187
AB000W8OUO,CLP_protease,15,194
AB000W8OUP,CLP_protease,16,185
AB000W8TDH,CLP_protease,77,211
AB000W8TI8,CLP_protease,78,209
AB000W8TKJ,CLP_protease,38,205
AB000W8U7T,CLP_protease,77,212
AB000W8UBL,CLP_protease,22,201
AB000W92NZ,CLP_protease,11,192
AB000W9448,CLP_protease,12,191
AB000W9M8B,CLP_protease,24,201
AB000W9MOK,CLP_protease,10,189
AB000W9OYR,CLP_protease,21,200
AB000W9PSF,CLP_protease,18,190
AB000WE1NY,CLP_protease,26,205
AB000WE58U,CLP_protease,15,192
AB000WEPOF,CLP_protease,13,192
AB000WETZJ,CLP_protease,13,192
AB000WF0P7,CLP_protease,13,192
AB000WG8T7,CLP_protease,14,192
AB000WG9DC,SDH_sah,55,133
AB000WG9O9,SDH_sah,44,101
AB000WGASC,CLP_protease,13,192
AB000WGCG6,CLP_protease,19,194
AB000WGCG7,CLP_protease,22,199
AB000WGPKE,CLP_protease,10,189
AB000WGQBQ,CLP_protease,13,192
AB000WHP7C,CLP_protease,13,192
AB000WHP7D,CLP_protease,27,202
AB000WHTIX,CLP_protease,26,205
AB000WIO8T,CLP_protease,30,201
AB000WIO8U,CLP_protease,15,195
AB000WIOTP,CLP_protease,22,202
AB000WIQ46,CLP_protease,37,217
AB000WIQ47,CLP_protease,16,188
AB000WJAX4,CLP_protease,38,179
AB000WJB9T,CLP_protease,15,179
AB000WJCT6,CLP_protease,44,218
AB000WJCWQ,CLP_protease,37,178
AB000WJDND,CLP_protease,15,179
AB000WJEZD,CLP_protease,12,191
AB000WJFAZ,SDH_sah,42,103
AB000WJFPX,CLP_protease,38,169
AB000WJHVR,CLP_protease,22,201
AB000WK8KE,CLP_protease,20,200
AB000WK9NP,CLP_protease,35,215
AB000WK9NQ,CLP_protease,16,188
AB000WKBGG,CLP_protease,15,195
AB000WKBGH,CLP_protease,35,205
AB000WKI1S,CLP_protease,15,169
AB000WKJ2D,CLP_protease,31,211
AB000WKJ2E,CLP_protease,21,192
AB000WKMIS,CLP_protease,39,205
AB000WKNCP,CLP_protease,22,201
AB000WKORS,SDH_sah,79,132
AB000WKUEX,CLP_protease,42,218
AB000WKVF9,CLP_protease,13,192
AB000WKVG6,CLP_protease,13,192
AB000WKX2U,CLP_protease,51,221
AB000WL9A8,SDH_sah,67,131
AB000WLAPJ,CLP_protease,21,200
AB000WLB8U,CLP_protease,17,196
AB000WLBI1,SDH_sah,67,131
AB000WLMWC,CLP_protease,13,192
AB000WLOJP,CLP_protease,15,193
AB000WLQFS,CLP_protease,8,187
AB000WLSZX,CLP_protease,13,192
AB000WLU6V,CLP_protease,13,192
AB000WLUWI,CLP_protease,14,192
AB000WNAZ2,CLP_protease,25,198
AB000WNB15,CLP_protease,22,201
AB000WNCN6,CLP_protease,17,196
AB000WNIAR,CLP_protease,26,205
AB000WNJWR,CLP_protease,58,193
AB000WNM9I,CLP_protease,22,199
AB000WNMC4,CLP_protease,22,201
AB000WNO0R,CLP_protease,17,196
AB000WO43Y,SDH_sah,38,107
AB000WO4S2,CLP_protease,28,207
AB000WOBEU,CLP_protease,22,201
AB000WOF8A,CLP_protease,25,198
AB000WOFAF,CLP_protease,22,201
AB000WOFTF,CLP_protease,62,192
AB000WP4VY,CLP_protease,23,202
AB000WP774,CLP_protease,22,201
AB000WPAXY,CLP_protease,21,200
AB000WPJKM,CLP_protease,22,201
AB000WPK3D,CLP_protease,22,201
AB000WR107,CLP_protease,28,202
AB000WR108,CLP_protease,46,223
AB000WR2PK,CLP_protease,14,184
AB000WR8AE,CLP_protease,20,193
AB000WR8V8,CLP_protease,27,200
AB000WR8V9,CLP_protease,19,193
AB000WSB1R,CLP_protease,34,207
AB000WSB1S,CLP_protease,37,217
AB000WSC5L,CLP_protease,20,199
AB000WSCGE,CLP_protease,15,195
AB000WSCGF,CLP_protease,30,201
AB000WSF7H,CLP_protease,37,178
AB000WSFM2,CLP_protease,13,192
AB000WSTW8,CLP_protease,15,186
AB000WSTW9,CLP_protease,15,194
AB000WSVJE,CLP_protease,22,197
AB000WSVJF,CLP_protease,25,198
AB000WUHIE,CLP_protease,11,186
AB000WUHIF,CLP_protease,27,200
AB000WUJJX,CLP_protease,16,194
AB000WUJJY,CLP_protease,14,185
AB000WUY27,CLP_protease,26,205
AB000WV7QY,CLP_protease,33,205
AB000WV7QZ,CLP_protease,37,217
AB000WV8X5,CLP_protease,20,200
AB000WV9F7,CLP_protease,15,195
AB000WV9F8,CLP_protease,30,201
AB000WVH2H,SDH_sah,42,102
AB000WVHOB,CLP_protease,12,191
AB000WW0T1,CLP_protease,45,220
AB000WWQ6R,CLP_protease,21,200
AB000WWRUZ,SDH_sah,27,111
AB000WX1DN,CLP_protease,22,201
AB000X75A2,CLP_protease,54,231
AB000X75A3,CLP_protease,3,177
AB000XA1RT,SDH_sah,55,119
AB000XA3A6,CLP_protease,14,192
AB000XAII4,CLP_protease,13,192
AB000XAJCE,SDH_sah,66,126
AB000XAK0Y,CLP_protease,13,192
AB000XAMJ3,CLP_protease,19,198
AB000XAUKX,CLP_protease,21,200
AB000XAVJ8,CLP_protease,20,189
AB000XBHUY,SDH_sah,59,121
AB000XBIGE,CLP_protease,26,205
AB000XBYD4,CLP_protease,49,225
AB000XBYD5,CLP_protease,15,188
AB000XBYJ6,CLP_protease,2,132
AB000XBYJ7,CLP_protease,15,194
AB000XDP2F,CLP_protease,14,195
AB000XEL30,CLP_protease,28,207
AB000XG3OE,CLP_protease,13,192
AB000XG4LZ,CLP_protease,27,206
AB000XG751,CLP_protease,13,191
AB000XHRQZ,CLP_protease,12,185
AB000XHRR0,CLP_protease,27,200
AB000XHSIS,CLP_protease,25,201
AB000XKFQC,CLP_protease,31,208
AB000XKFQD,CLP_protease,27,199
AB000XKH74,CLP_protease,18,191
AB000XL3V5,CLP_protease,20,199
AB000XL5F9,CLP_protease,17,196
AB000XLNO8,SDH_sah,45,107
AB000XLOCW,CLP_protease,13,192
AB000XN4JS,CLP_protease,13,192
AB000XN9QR,CLP_protease,22,200
AB000XNKHS,CLP_protease,13,192
AB000XOEFU,CLP_protease,26,198
AB000XOEFV,CLP_protease,15,193
AB000XOHHI,CLP_protease,16,195
AB000XOHHJ,CLP_protease,16,188
AB000XOQ1R,SDH_sah,41,104
AB000XOR9W,CLP_protease,13,192
AB000XOULA,CLP_protease,25,197
AB000XOULB,CLP_protease,39,217
AB000XP1G0,CLP_protease,16,194
AB000XP1G1,CLP_protease,23,196
AB000XP2J5,CLP_protease,25,202
AB000XP2J6,CLP_protease,28,202
AB000XP91V,CLP_protease,20,192
AB000XP91W,CLP_protease,23,200
AB000XP9F2,CLP_protease,12,182
AB000XP9F3,CLP_protease,16,193
AB000XT5M4,CLP_protease,17,196
AB000XT68C,CLP_protease,14,184
AB000XT7RU,SDH_sah,15,114
AB000XT7VE,SDH_sah,48,109
AB000XT7ZK,SDH_sah,15,113
AB000XT91E,CLP_protease,17,196
AB000XT9O9,CLP_protease,14,184
AB000XTBRV,SDH_sah,48,137
AB000XU4ZX,SDH_sah,57,119
AB000XU5O6,CLP_protease,26,205
AB000XUC0A,CLP_protease,17,193
AB000XUC0B,CLP_protease,14,185
AB000XUCKK,CLP_protease,42,219
AB000XUCKL,CLP_protease,20,193
AB000XUGDH,CLP_protease,24,199
AB000XUGDI,CLP_protease,14,192
AB000XUIWB,CLP_protease,16,190
AB000XUIWC,CLP_protease,14,192
AB000XVVNQ,CLP_protease,15,193
AB000XVX1C,CLP_protease,13,191
AB000XVXL6,CLP_protease,2,176
AB000XVYAE,CLP_protease,13,192
AB000XVYI6,CLP_protease,38,174
AB000XY82Z,CLP_protease,38,219
AB000XY830,CLP_protease,27,201
AB000XY8EL,CLP_protease,13,183
AB000XY8EM,CLP_protease,15,194
AB000XYC6X,CLP_protease,35,214
AB000XYF4G,CLP_protease,30,163
AB000XYG3V,CLP_protease,9,183
AB000XYG3W,CLP_protease,29,205
AB000XZYRR,SDH_sah,47,110
AB000XZZO7,CLP_protease,13,192
AB000XZZP9,SDH_sah,47,110
AB000XZZXC,SDH_sah,47,110
AB000Y014F,CLP_protease,15,188
AB000Y018N,CLP_protease,15,191
AB000Y0AQK,CLP_protease,39,174
AB000Y0DAD,CLP_protease,44,218
AB000Y0E4H,CLP_protease,35,208
AB000Y0EKF,CLP_protease,24,203
AB000Y0GJF,CLP_protease,28,207
AB000Y0TU1,CLP_protease,10,185
AB000Y0TU2,CLP_protease,21,198
AB000Y0Z1A,CLP_protease,26,202
AB000Y0Z1B,CLP_protease,18,191
AB000Y10BF,SDH_sah,43,110
AB000Y10R6,CLP_protease,14,191
AB000Y1NGA,CLP_protease,18,190
AB000Y1NGC,CLP_protease,26,205
AB000Y23CU,CLP_protease,11,192
AB000Y242T,SDH_sah,56,119
AB000Y289G,CLP_protease,34,213
AB000Y3GCN,CLP_protease,21,192
AB000Y3GCO,CLP_protease,30,210
AB000Y3HDR,CLP_protease,19,198
AB000Y4LOQ,CLP_protease,47,221
AB000Y4LOR,CLP_protease,14,184
AB000Y4XSN,CLP_protease,8,187
AB000Y57CL,CLP_protease,20,199
AB000Y5GH9,Mu-like_gpT,526,604
AB000Y5GH9,SDH_sah,44,113
AB000Y5H1U,CLP_protease,29,208
AB000Y5J6R,CLP_protease,21,192
AB000Y5KMO,CLP_protease,21,200
AB000Y5KOE,SDH_sah,61,120
AB000Y6P26,CLP_protease,22,201
AB000Y8MRT,CLP_protease,13,192
AB000YB1NK,CLP_protease,45,179
AB000YB26N,CLP_protease,26,205
AB000YDX9C,SDH_sah,38,105
AB000YDY80,CLP_protease,13,191
AB000YEI0L,CLP_protease,22,201
AB000YEI9M,CLP_protease,27,199
AB000YELDL,CLP_protease,27,206
AB000YENP8,CLP_protease,14,191
AB000YEZCS,CLP_protease,36,215
AB000YEZYN,CLP_protease,18,197
AB000YF4RK,CLP_protease,36,215
AB000YF5C5,CLP_protease,23,202
AB000YFRMV,CLP_protease,16,195
AB000YFRMX,CLP_protease,48,216
AB000YFS9X,CLP_protease,11,190
AB000YFU1Y,CLP_protease,42,220
AB000YFZOQ,CLP_protease,28,199
AB000YG0MC,CLP_protease,23,202
AB000YG3IK,CLP_protease,20,199
AB000YG4RH,CLP_protease,32,212
AB000YG4RI,CLP_protease,34,207
AB000YG8LT,CLP_protease,25,196
AB000YG8LU,CLP_protease,15,195
AB000YGB6L,CLP_protease,14,196
AB000YGP7K,CLP_protease,10,180
AB000YGPCS,CLP_protease,47,223
AB000YGXU9,CLP_protease,48,222
AB000YGXZ8,CLP_protease,10,182
AB000YH934,SDH_sah,57,117
AB000YH9JD,CLP_protease,14,192
AB000YHAE8,SDH_sah,40,123
AB000YHBDN,CLP_protease,13,192
AB000YHC7W,CLP_protease,13,192
AB000YHI8H,CLP_protease,13,191
AB000YHK2O,CLP_protease,13,192
AB000YI68N,CLP_protease,14,192
AB000YI8L8,CLP_protease,13,192
AB000YI9K2,SDH_sah,57,117
AB000YIJ2X,CLP_protease,40,182
AB000YIJJW,CLP_protease,32,166
AB000YIJS4,CLP_protease,48,223
AB000YJ8N0,SDH_sah,55,125
AB000YJB99,CLP_protease,13,192
AB000YJSC9,CLP_protease,33,212
AB000YJX53,CLP_protease,20,199
AB000YJYNC,Mu-like_gpT,611,660
AB000YJYNC,SDH_sah,86,161
AB000YK3N8,CLP_protease,16,188
AB000YK3N9,CLP_protease,47,227
AB000YK4PI,SDH_sah,107,165
AB000YK4S1,CLP_protease,21,200
AB000YKJMB,CLP_protease,34,213
AB000YKLAC,CLP_protease,34,207
AB000YKLAD,CLP_protease,11,185
AB000YKLXK,CLP_protease,15,194
AB000YKLXL,CLP_protease,14,185
AB000YL2Z0,CLP_protease,33,205
AB000YL2Z1,CLP_protease,37,217
AB000YL5KB,CLP_protease,25,196
AB000YL5KC,CLP_protease,15,195
AB000YL5VF,CLP_protease,20,198
AB000YL8Z7,CLP_protease,20,198
AB000YLA11,CLP_protease,16,189
AB000YMGIB,CLP_protease,12,191
AB000YMGLF,SDH_sah,32,101
AB000YMIA8,CLP_protease,44,217
AB000YMJ4E,CLP_protease,45,219
AB000YN5N1,CLP_protease,45,190
AB000YN6PT,CLP_protease,22,201
AB000YNC49,CLP_protease,13,192
AB000YOPWC,CLP_protease,30,201
AB000YOPWD,CLP_protease,15,195
AB000YOQE6,CLP_protease,22,200
AB000YORNK,CLP_protease,37,217
AB000YORNL,CLP_protease,35,207
AB000YP9IQ,CLP_protease,21,200
AB000YPESD,CLP_protease,13,192
AB000YPH0U,CLP_protease,13,192
AB000YPQMT,CLP_protease,15,183
AB000YPRL6,CLP_protease,16,194
AB000YPRL7,CLP_protease,16,186
AB000YPRP1,CLP_protease,12,185
AB000YPRP2,CLP_protease,38,213
AB000YRH8Q,CLP_protease,16,188
AB000YRH8R,CLP_protease,32,212
AB000YRHZQ,CLP_protease,49,221
AB000YRIKH,CLP_protease,22,203
AB000YRM0J,CLP_protease,23,194
AB000YRNMV,CLP_protease,13,192
AB000YRNNI,CLP_protease,13,192
AB000YS9T1,CLP_protease,28,207
AB000YS9T2,CLP_protease,18,195
AB000YSB37,CLP_protease,11,190
AB000YSDUO,CLP_protease,40,218
AB000YSKDZ,CLP_protease,21,189
AB000YSLLD,CLP_protease,21,200
AB000YSMJ4,CLP_protease,17,195
AB000YSX6F,CLP_protease,13,192
AB000YSYUW,CLP_protease,14,193
AB000YVOI7,CLP_protease,13,192
AB000YW301,CLP_protease,26,205
AB000YW3EZ,CLP_protease,57,228
AB000YWJNY,CLP_protease,55,228
AB000YWMDK,CLP_protease,55,229
AB000Z48E1,CLP_protease,12,192
AB000Z4GQH,CLP_protease,13,192
AB000Z4GWM,SDH_sah,42,101
AB000Z6CDJ,CLP_protease,33,210
AB000Z92B2,CLP_protease,13,192
AB000Z93QO,SDH_sah,49,107
AB000Z94UA,SDH_sah,52,108
AB000Z95K1,SDH_sah,52,108
AB000Z95ML,CLP_protease,13,192
AB000Z9H8G,CLP_protease,17,196
AB000Z9QFE,CLP_protease,46,226
AB000Z9VTZ,CLP_protease,20,200
